date,time,open,high,low,close,tickvol,vol,spread
2024.01.01,23:00:00,2064.889,2066.310,2063.576,2065.355,350,0,702
2024.01.01,23:15:00,2065.372,2066.114,2064.655,2064.908,534,0,236
2024.01.01,23:30:00,2064.875,2065.343,2063.843,2064.467,581,0,695
2024.01.01,23:45:00,2064.468,2064.468,2062.854,2063.752,519,0,694
2024.01.02,00:00:00,2063.557,2065.002,2063.402,2064.076,719,0,232
2024.01.02,00:15:00,2064.085,2064.463,2062.243,2063.393,759,0,230
2024.01.02,00:30:00,2063.393,2064.630,2062.902,2064.630,607,0,231
2024.01.02,00:45:00,2064.659,2065.832,2064.392,2065.410,727,0,230
2024.01.02,01:00:00,2065.411,2069.650,2064.907,2069.244,1686,0,124
2024.01.02,01:15:00,2069.286,2069.937,2067.214,2068.473,1242,0,125
2024.01.02,01:30:00,2068.378,2068.532,2066.938,2068.164,885,0,230
2024.01.02,01:45:00,2068.151,2069.021,2066.358,2066.606,777,0,231
2024.01.02,02:00:00,2066.582,2066.818,2063.961,2064.677,821,0,230
2024.01.02,02:15:00,2064.689,2067.053,2064.630,2066.666,756,0,231
2024.01.02,02:30:00,2066.667,2068.317,2065.726,2067.412,841,0,230
2024.01.02,02:45:00,2067.376,2068.337,2067.276,2067.738,727,0,229
2024.01.02,03:00:00,2067.762,2069.465,2066.491,2068.936,765,0,230
2024.01.02,03:15:00,2069.003,2069.933,2069.003,2069.700,717,0,230
2024.01.02,03:30:00,2069.658,2069.923,2069.364,2069.836,595,0,230
2024.01.02,03:45:00,2069.758,2070.407,2068.611,2069.556,658,0,230
2024.01.02,04:00:00,2069.562,2070.535,2069.186,2070.404,607,0,230
2024.01.02,04:15:00,2070.495,2070.736,2068.900,2069.408,623,0,231
2024.01.02,04:30:00,2069.411,2070.416,2069.411,2069.888,591,0,230
2024.01.02,04:45:00,2069.921,2070.178,2068.893,2069.570,643,0,230
2024.01.02,05:00:00,2069.636,2071.680,2069.439,2071.545,699,0,230
2024.01.02,05:15:00,2071.539,2071.892,2070.751,2071.427,701,0,230
2024.01.02,05:30:00,2071.422,2072.163,2070.751,2072.073,786,0,230
2024.01.02,05:45:00,2072.085,2074.870,2071.844,2074.380,914,0,230
2024.01.02,06:00:00,2074.376,2074.919,2072.905,2074.695,839,0,231
2024.01.02,06:15:00,2074.608,2076.722,2074.173,2075.731,816,0,231
2024.01.02,06:30:00,2075.813,2076.537,2074.724,2074.970,877,0,231
2024.01.02,06:45:00,2075.035,2075.190,2073.830,2074.214,763,0,230
2024.01.02,07:00:00,2074.146,2075.729,2073.300,2075.341,895,0,230
2024.01.02,07:15:00,2075.315,2076.428,2074.472,2075.184,974,0,230
2024.01.02,07:30:00,2075.192,2075.725,2074.634,2075.144,837,0,230
2024.01.02,07:45:00,2075.156,2075.476,2073.129,2073.134,899,0,231
2024.01.02,08:00:00,2073.200,2074.475,2072.281,2074.017,975,0,230
2024.01.02,08:15:00,2074.095,2074.132,2072.249,2072.657,858,0,230
2024.01.02,08:30:00,2072.657,2074.383,2071.770,2073.823,955,0,230
2024.01.02,08:45:00,2073.918,2073.944,2072.393,2073.285,827,0,230
2024.01.02,09:00:00,2073.345,2075.548,2073.253,2074.474,838,0,230
2024.01.02,09:15:00,2074.466,2075.540,2073.991,2074.637,842,0,138
2024.01.02,09:30:00,2074.582,2078.919,2074.582,2078.297,900,0,138
2024.01.02,09:45:00,2078.300,2078.855,2076.810,2077.070,937,0,124
2024.01.02,10:00:00,2077.086,2077.791,2074.545,2075.003,1059,0,125
2024.01.02,10:15:00,2074.957,2075.382,2073.488,2074.684,1085,0,125
2024.01.02,10:30:00,2074.644,2076.122,2074.369,2075.645,1012,0,125
2024.01.02,10:45:00,2075.642,2076.612,2075.374,2075.987,1014,0,125
2024.01.02,11:00:00,2075.972,2076.214,2073.850,2074.036,1045,0,125
2024.01.02,11:15:00,2074.035,2075.900,2072.847,2075.015,1281,0,125
2024.01.02,11:30:00,2075.034,2075.034,2068.394,2068.867,1676,0,124
2024.01.02,11:45:00,2068.836,2070.348,2068.279,2069.259,1309,0,124
2024.01.02,12:00:00,2069.216,2069.536,2066.300,2066.776,1431,0,125
2024.01.02,12:15:00,2066.786,2067.147,2065.053,2066.038,1373,0,124
2024.01.02,12:30:00,2066.017,2068.351,2065.594,2067.255,1260,0,124
2024.01.02,12:45:00,2067.212,2068.120,2066.672,2067.906,1130,0,125
2024.01.02,13:00:00,2067.867,2068.772,2064.838,2065.624,1700,0,124
2024.01.02,13:15:00,2065.656,2068.781,2065.395,2067.113,1798,0,124
2024.01.02,13:30:00,2067.130,2071.045,2066.979,2069.750,1991,0,124
2024.01.02,13:45:00,2069.780,2069.832,2064.874,2066.309,1773,0,124
2024.01.02,14:00:00,2066.350,2067.302,2064.874,2065.306,1656,0,124
2024.01.02,14:15:00,2065.271,2067.922,2064.588,2065.948,1547,0,124
2024.01.02,14:30:00,2065.913,2070.053,2062.179,2065.800,2936,0,124
2024.01.02,14:45:00,2065.831,2070.432,2065.831,2070.362,2783,0,124
2024.01.02,15:00:00,2070.403,2070.736,2066.498,2067.280,2410,0,125
2024.01.02,15:15:00,2067.319,2067.876,2064.009,2064.845,2180,0,125
2024.01.02,15:30:00,2064.813,2065.291,2056.134,2058.824,4665,0,124
2024.01.02,15:45:00,2058.878,2059.836,2057.250,2059.343,2271,0,124
2024.01.02,16:00:00,2059.374,2067.620,2059.129,2066.338,2387,0,124
2024.01.02,16:15:00,2066.290,2066.935,2064.667,2065.390,1685,0,124
2024.01.02,16:30:00,2065.357,2065.621,2064.123,2065.071,1378,0,124
2024.01.02,16:45:00,2065.029,2066.956,2065.007,2066.130,1128,0,125
2024.01.02,17:00:00,2066.078,2066.947,2064.669,2064.820,1136,0,125
2024.01.02,17:15:00,2064.768,2065.023,2062.768,2063.998,1250,0,125
2024.01.02,17:30:00,2064.015,2065.222,2063.663,2064.642,1062,0,124
2024.01.02,17:45:00,2064.608,2064.615,2061.829,2062.718,1158,0,124
2024.01.02,18:00:00,2062.761,2063.349,2061.446,2062.736,1041,0,124
2024.01.02,18:15:00,2062.706,2064.955,2062.491,2064.453,966,0,125
2024.01.02,18:30:00,2064.452,2064.488,2061.432,2061.641,938,0,125
2024.01.02,18:45:00,2061.669,2062.499,2060.552,2061.201,1056,0,125
2024.01.02,19:00:00,2061.196,2062.213,2060.865,2061.741,909,0,124
2024.01.02,19:15:00,2061.748,2061.995,2060.407,2061.674,835,0,124
2024.01.02,19:30:00,2061.619,2062.101,2061.140,2061.765,787,0,125
2024.01.02,19:45:00,2061.770,2061.877,2060.491,2060.984,870,0,124
2024.01.02,20:00:00,2061.027,2061.615,2060.505,2060.890,777,0,125
2024.01.02,20:15:00,2060.860,2061.443,2059.457,2059.724,828,0,125
2024.01.02,20:30:00,2059.721,2060.299,2058.870,2059.002,939,0,125
2024.01.02,20:45:00,2059.037,2059.358,2057.875,2058.181,957,0,124
2024.01.02,21:00:00,2058.188,2058.998,2058.031,2058.777,768,0,124
2024.01.02,21:15:00,2058.830,2059.110,2058.288,2058.492,562,0,125
2024.01.02,21:30:00,2058.485,2058.952,2058.485,2058.541,403,0,125
2024.01.02,21:45:00,2058.525,2059.268,2058.462,2058.892,356,0,124
2024.01.02,23:00:00,2058.909,2059.368,2058.520,2058.902,343,0,375
2024.01.02,23:15:00,2058.901,2059.427,2058.625,2059.258,407,0,375
2024.01.02,23:30:00,2059.260,2059.553,2058.728,2059.416,523,0,375
2024.01.02,23:45:00,2059.353,2059.987,2059.048,2059.589,607,0,375
2024.01.03,00:00:00,2059.560,2061.039,2059.265,2061.016,724,0,125
2024.01.03,00:15:00,2061.010,2062.161,2060.312,2062.093,708,0,125
2024.01.03,00:30:00,2062.080,2062.103,2059.960,2060.382,1113,0,125
2024.01.03,00:45:00,2060.331,2060.848,2060.042,2060.234,835,0,124
2024.01.03,01:00:00,2060.222,2062.164,2060.106,2062.118,992,0,125
2024.01.03,01:15:00,2062.115,2062.132,2059.483,2061.152,1180,0,125
2024.01.03,01:30:00,2061.163,2062.044,2061.005,2061.398,1111,0,124
2024.01.03,01:45:00,2061.426,2062.592,2061.157,2062.416,914,0,125
2024.01.03,02:00:00,2062.448,2064.023,2061.635,2064.023,1007,0,125
2024.01.03,02:15:00,2064.020,2064.450,2062.767,2064.171,1082,0,124
2024.01.03,02:30:00,2064.142,2065.212,2063.402,2064.561,896,0,124
2024.01.03,02:45:00,2064.549,2065.162,2063.984,2064.733,885,0,125
2024.01.03,03:00:00,2064.738,2065.579,2063.611,2063.717,851,0,125
2024.01.03,03:15:00,2063.741,2064.045,2063.292,2063.634,863,0,125
2024.01.03,03:30:00,2063.640,2065.236,2063.417,2065.067,724,0,125
2024.01.03,03:45:00,2065.064,2065.417,2064.541,2065.109,675,0,125
2024.01.03,04:00:00,2065.061,2065.087,2064.390,2064.743,665,0,124
2024.01.03,04:15:00,2064.742,2065.162,2064.581,2065.114,569,0,125
2024.01.03,04:30:00,2065.113,2065.565,2064.819,2065.096,625,0,125
2024.01.03,04:45:00,2065.040,2065.127,2064.511,2064.802,607,0,125
2024.01.03,05:00:00,2064.799,2064.799,2063.645,2063.859,743,0,125
2024.01.03,05:15:00,2063.856,2064.277,2063.490,2063.506,682,0,125
2024.01.03,05:30:00,2063.516,2066.019,2063.516,2065.051,977,0,125
2024.01.03,05:45:00,2065.045,2065.045,2063.800,2064.099,863,0,124
2024.01.03,06:00:00,2064.061,2065.396,2063.603,2065.189,925,0,124
2024.01.03,06:15:00,2065.165,2065.289,2063.414,2064.614,906,0,125
2024.01.03,06:30:00,2064.612,2064.913,2064.210,2064.259,816,0,124
2024.01.03,06:45:00,2064.223,2065.129,2063.754,2064.337,852,0,124
2024.01.03,07:00:00,2064.306,2064.358,2061.997,2062.246,1034,0,124
2024.01.03,07:15:00,2062.261,2062.581,2060.876,2061.525,1181,0,125
2024.01.03,07:30:00,2061.526,2063.390,2061.032,2063.333,1040,0,124
2024.01.03,07:45:00,2063.354,2063.766,2062.580,2062.952,992,0,125
2024.01.03,08:00:00,2062.947,2064.414,2062.463,2063.736,1129,0,125
2024.01.03,08:15:00,2063.729,2063.729,2058.870,2060.698,1360,0,124
2024.01.03,08:30:00,2060.740,2061.705,2059.930,2061.672,1305,0,125
2024.01.03,08:45:00,2061.706,2061.777,2059.461,2060.120,1108,0,125
2024.01.03,09:00:00,2060.088,2060.613,2057.958,2058.435,1166,0,125
2024.01.03,09:15:00,2058.466,2059.190,2057.901,2058.851,1171,0,124
2024.01.03,09:30:00,2058.853,2059.212,2054.280,2054.986,1200,0,124
2024.01.03,09:45:00,2055.040,2056.995,2055.040,2056.834,1340,0,124
2024.01.03,10:00:00,2056.782,2057.194,2055.520,2055.711,1071,0,124
2024.01.03,10:15:00,2055.730,2055.779,2052.686,2053.094,1171,0,125
2024.01.03,10:30:00,2053.124,2055.448,2053.082,2054.739,1179,0,124
2024.01.03,10:45:00,2054.796,2055.932,2054.306,2054.887,981,0,125
2024.01.03,11:00:00,2054.888,2055.671,2052.280,2053.221,1092,0,125
2024.01.03,11:15:00,2053.163,2053.763,2051.544,2052.347,1070,0,124
2024.01.03,11:30:00,2052.350,2052.362,2047.662,2049.183,1488,0,125
2024.01.03,11:45:00,2049.203,2050.013,2046.660,2047.654,1585,0,124
2024.01.03,12:00:00,2047.685,2048.215,2043.030,2045.524,2204,0,124
2024.01.03,12:15:00,2045.477,2046.337,2041.765,2043.588,1611,0,125
2024.01.03,12:30:00,2043.537,2046.262,2042.095,2046.053,1758,0,124
2024.01.03,12:45:00,2046.046,2048.378,2045.338,2045.749,1624,0,124
2024.01.03,13:00:00,2045.786,2048.019,2044.909,2045.355,1947,0,124
2024.01.03,13:15:00,2045.321,2046.341,2041.419,2042.759,2071,0,124
2024.01.03,13:30:00,2042.812,2044.956,2041.461,2042.015,2206,0,124
