<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.09.07	09:00:00	0.99071	0.99142	0.98955	0.99090	3046	0	5
2022.09.07	10:00:00	0.99092	0.99103	0.98937	0.98970	2710	0	5
2022.09.07	11:00:00	0.98969	0.99023	0.98768	0.98781	4164	0	5
2022.09.07	12:00:00	0.98782	0.98948	0.98752	0.98928	3587	0	5
2022.09.07	13:00:00	0.98926	0.99204	0.98834	0.99012	4508	0	5
2022.09.07	14:00:00	0.99014	0.99496	0.98990	0.99483	6236	0	5
2022.09.07	15:00:00	0.99485	0.99540	0.99379	0.99393	3345	0	5
2022.09.07	16:00:00	0.99393	0.99752	0.99387	0.99733	2785	0	5
2022.09.07	17:00:00	0.99731	1.00026	0.99711	0.99964	3402	0	5
2022.09.07	18:00:00	0.99966	0.99980	0.99814	0.99821	1635	0	5
2022.09.07	19:00:00	0.99818	1.00097	0.99812	1.00085	1484	0	5
2022.09.07	20:00:00	1.00085	1.00107	1.00050	1.00050	484	0	5
2022.09.07	21:00:00	1.00051	1.00087	1.00028	1.00072	123	0	25
2022.09.07	22:00:00	1.00071	1.00117	1.00032	1.00046	289	0	25
2022.09.07	23:00:00	1.00056	1.00056	0.99933	0.99976	470	0	6
2022.09.08	00:00:00	0.99977	1.00005	0.99828	0.99849	1434	0	5
2022.09.08	01:00:00	0.99851	0.99913	0.99846	0.99846	1526	0	5
2022.09.08	02:00:00	0.99847	0.99900	0.99842	0.99873	1069	0	5
2022.09.08	03:00:00	0.99873	0.99907	0.99791	0.99859	1554	0	5
2022.09.08	04:00:00	0.99861	0.99944	0.99860	0.99895	793	0	5
2022.09.08	05:00:00	0.99897	1.00008	0.99895	0.99972	1213	0	5
2022.09.08	06:00:00	0.99973	1.00146	0.99943	0.99980	2740	0	5
2022.09.08	07:00:00	0.99983	1.00036	0.99759	0.99813	3855	0	5
2022.09.08	08:00:00	0.99815	0.99974	0.99782	0.99974	3331	0	5
2022.09.08	09:00:00	0.99973	1.00038	0.99953	0.99980	2017	0	5
2022.09.08	10:00:00	0.99978	1.00171	0.99925	1.00097	2562	0	5
2022.09.08	11:00:00	1.00097	1.00290	1.00050	1.00197	3227	0	5
2022.09.08	12:00:00	1.00195	1.00291	0.99848	1.00000	15250	0	5
2022.09.08	13:00:00	0.99998	1.00011	0.99306	0.99647	16123	0	5
2022.09.08	14:00:00	0.99645	0.99766	0.99417	0.99560	7374	0	5
2022.09.08	15:00:00	0.99562	0.99708	0.99488	0.99533	3828	0	5
2022.09.08	16:00:00	0.99535	0.99720	0.99442	0.99685	4054	0	5
2022.09.08	17:00:00	0.99687	0.99995	0.99645	0.99940	2946	0	5
2022.09.08	18:00:00	0.99941	0.99993	0.99905	0.99913	1997	0	5
2022.09.08	19:00:00	0.99912	0.99987	0.99908	0.99987	1458	0	5
2022.09.08	20:00:00	0.99989	0.99996	0.99962	0.99970	368	0	5
2022.09.08	21:00:00	0.99978	0.99978	0.99952	0.99961	91	0	25
2022.09.08	22:00:00	0.99964	1.00027	0.99964	1.00024	167	0	25
2022.09.08	23:00:00	1.00034	1.00098	1.00014	1.00096	406	0	6
2022.09.09	00:00:00	1.00096	1.00509	1.00083	1.00439	2206	0	5
2022.09.09	01:00:00	1.00438	1.00542	1.00438	1.00515	1582	0	5
2022.09.09	02:00:00	1.00516	1.00727	1.00501	1.00675	1547	0	5
2022.09.09	03:00:00	1.00676	1.00839	1.00635	1.00689	2065	0	5
2022.09.09	04:00:00	1.00691	1.00837	1.00663	1.00723	1886	0	5
2022.09.09	05:00:00	1.00722	1.00733	1.00614	1.00670	1553	0	5
2022.09.09	06:00:00	1.00670	1.00705	1.00582	1.00689	2671	0	5
2022.09.09	07:00:00	1.00687	1.01100	1.00623	1.00963	6295	0	5
2022.09.09	08:00:00	1.00961	1.01131	1.00943	1.01066	3899	0	5
2022.09.09	09:00:00	1.01065	1.01069	1.00760	1.00868	2917	0	5
2022.09.09	10:00:00	1.00869	1.00972	1.00735	1.00736	2822	0	5
2022.09.09	11:00:00	1.00738	1.00757	1.00361	1.00369	4374	0	5
2022.09.09	12:00:00	1.00368	1.00608	1.00344	1.00444	4610	0	5
2022.09.09	13:00:00	1.00442	1.00623	1.00335	1.00495	6621	0	5
2022.09.09	14:00:00	1.00496	1.00613	1.00348	1.00416	5136	0	5
2022.09.09	15:00:00	1.00413	1.00500	1.00320	1.00449	2859	0	5
2022.09.09	16:00:00	1.00447	1.00541	1.00369	1.00536	2325	0	5
2022.09.09	17:00:00	1.00539	1.00550	1.00422	1.00431	1166	0	5
2022.09.09	18:00:00	1.00433	1.00450	1.00366	1.00435	1162	0	5
2022.09.09	19:00:00	1.00434	1.00485	1.00425	1.00455	865	0	5
2022.09.09	20:00:00	1.00453	1.00472	1.00396	1.00458	706	0	5
2022.09.11	21:00:00	1.00903	1.00919	1.00843	1.00894	240	0	33
2022.09.11	22:00:00	1.00898	1.00935	1.00587	1.00672	763	0	25
2022.09.11	23:00:00	1.00666	1.00747	1.00621	1.00701	974	0	6
2022.09.12	00:00:00	1.00699	1.00749	1.00629	1.00699	1644	0	5
2022.09.12	01:00:00	1.00701	1.00898	1.00688	1.00881	1412	0	5
2022.09.12	02:00:00	1.00879	1.00949	1.00801	1.00817	1263	0	5
2022.09.12	03:00:00	1.00816	1.00845	1.00778	1.00809	831	0	5
2022.09.12	04:00:00	1.00811	1.00815	1.00733	1.00777	899	0	5
2022.09.12	05:00:00	1.00775	1.00909	1.00774	1.00909	1244	0	5
2022.09.12	06:00:00	1.00911	1.01446	1.00822	1.01437	3792	0	5
2022.09.12	07:00:00	1.01439	1.01976	1.01371	1.01746	8108	0	5
2022.09.12	08:00:00	1.01748	1.01953	1.01679	1.01915	4142	0	5
2022.09.12	09:00:00	1.01914	1.01914	1.01468	1.01469	3254	0	5
2022.09.12	10:00:00	1.01467	1.01474	1.01291	1.01366	4051	0	5
2022.09.12	11:00:00	1.01367	1.01461	1.01295	1.01435	2848	0	5
2022.09.12	12:00:00	1.01433	1.01626	1.01337	1.01414	5045	0	5
2022.09.12	13:00:00	1.01413	1.01435	1.01042	1.01232	5889	0	5
2022.09.12	14:00:00	1.01234	1.01387	1.01184	1.01283	3867	0	5
2022.09.12	15:00:00	1.01285	1.01364	1.01204	1.01254	2434	0	5
2022.09.12	16:00:00	1.01254	1.01439	1.01249	1.01434	1945	0	5
2022.09.12	17:00:00	1.01435	1.01442	1.01304	1.01325	1470	0	5
2022.09.12	18:00:00	1.01323	1.01328	1.01108	1.01178	1911	0	5
2022.09.12	19:00:00	1.01177	1.01205	1.01120	1.01149	995	0	5
2022.09.12	20:00:00	1.01151	1.01242	1.01147	1.01202	423	0	5
2022.09.12	21:00:00	1.01212	1.01238	1.01186	1.01190	137	0	25
2022.09.12	22:00:00	1.01186	1.01225	1.01186	1.01219	156	0	25
2022.09.12	23:00:00	1.01228	1.01295	1.01228	1.01289	373	0	6
2022.09.13	00:00:00	1.01288	1.01464	1.01240	1.01350	1842	0	5
2022.09.13	01:00:00	1.01347	1.01376	1.01248	1.01351	1488	0	5
2022.09.13	02:00:00	1.01349	1.01349	1.01240	1.01309	921	0	5
2022.09.13	03:00:00	1.01307	1.01335	1.01263	1.01299	730	0	5
2022.09.13	04:00:00	1.01301	1.01302	1.01195	1.01283	708	0	5
2022.09.13	05:00:00	1.01282	1.01394	1.01270	1.01380	1070	0	5
2022.09.13	06:00:00	1.01379	1.01499	1.01339	1.01386	2792	0	5
2022.09.13	07:00:00	1.01386	1.01547	1.01268	1.01466	3519	0	5
2022.09.13	08:00:00	1.01468	1.01561	1.01325	1.01547	2236	0	5
2022.09.13	09:00:00	1.01546	1.01663	1.01430	1.01655	2891	0	5
2022.09.13	10:00:00	1.01654	1.01799	1.01601	1.01789	1988	0	5
2022.09.13	11:00:00	1.01790	1.01868	1.01736	1.01768	2448	0	5
2022.09.13	12:00:00	1.01769	1.01795	1.00295	1.00363	22895	0	5
2022.09.13	13:00:00	1.00365	1.00424	1.00048	1.00322	11042	0	5
2022.09.13	14:00:00	1.00322	1.00409	1.00103	1.00145	7301	0	5
2022.09.13	15:00:00	1.00147	1.00180	0.99952	0.99964	3855	0	5
2022.09.13	16:00:00	0.99963	1.00084	0.99892	0.99980	2863	0	5
2022.09.13	17:00:00	0.99979	1.00058	0.99831	0.99876	2546	0	5
2022.09.13	18:00:00	0.99877	0.99926	0.99736	0.99772	1994	0	5
2022.09.13	19:00:00	0.99772	0.99795	0.99701	0.99732	1375	0	5
2022.09.13	20:00:00	0.99730	0.99744	0.99641	0.99641	488	0	5
2022.09.13	21:00:00	0.99661	0.99678	0.99632	0.99650	156	0	25
2022.09.13	22:00:00	0.99648	0.99763	0.99547	0.99684	476	0	25
2022.09.13	23:00:00	0.99693	0.99804	0.99645	0.99778	886	0	6
2022.09.14	00:00:00	0.99779	0.99830	0.99686	0.99786	2602	0	5
2022.09.14	01:00:00	0.99787	0.99852	0.99716	0.99800	2446	0	5
2022.09.14	02:00:00	0.99799	0.99901	0.99799	0.99860	1463	0	5
2022.09.14	03:00:00	0.99862	0.99895	0.99818	0.99885	1126	0	5
2022.09.14	04:00:00	0.99887	1.00005	0.99855	0.99949	2020	0	5
2022.09.14	05:00:00	0.99951	1.00020	0.99804	0.99821	2107	0	5
2022.09.14	06:00:00	0.99819	0.99862	0.99593	0.99666	4060	0	5
2022.09.14	07:00:00	0.99667	0.99930	0.99645	0.99878	6567	0	5
2022.09.14	08:00:00	0.99876	1.00096	0.99808	0.99912	5528	0	5
2022.09.14	09:00:00	0.99910	1.00142	0.99824	1.00117	4272	0	5
2022.09.14	10:00:00	1.00119	1.00234	1.00059	1.00079	3419	0	5
2022.09.14	11:00:00	1.00081	1.00097	0.99860	0.99922	3753	0	5
2022.09.14	12:00:00	0.99922	1.00093	0.99791	0.99975	7237	0	5
2022.09.14	13:00:00	0.99974	1.00074	0.99814	0.99915	5977	0	5
2022.09.14	14:00:00	0.99913	0.99981	0.99705	0.99970	6433	0	5
2022.09.14	15:00:00	0.99971	1.00047	0.99900	0.99933	3345	0	5
2022.09.14	16:00:00	0.99935	1.00081	0.99870	0.99971	2290	0	5
2022.09.14	17:00:00	0.99972	0.99996	0.99854	0.99871	1506	0	5
2022.09.14	18:00:00	0.99872	0.99891	0.99788	0.99788	1464	0	5
2022.09.14	19:00:00	0.99790	0.99797	0.99690	0.99794	1352	0	5
2022.09.14	20:00:00	0.99793	0.99799	0.99765	0.99768	302	0	5
2022.09.14	21:00:00	0.99787	0.99795	0.99740	0.99792	194	0	25
2022.09.14	22:00:00	0.99790	0.99834	0.99789	0.99812	212	0	25
2022.09.14	23:00:00	0.99820	0.99835	0.99795	0.99819	424	0	6
2022.09.15	00:00:00	0.99819	0.99819	0.99715	0.99754	924	0	5
2022.09.15	01:00:00	0.99752	0.99818	0.99703	0.99810	1210	0	5
2022.09.15	02:00:00	0.99812	0.99823	0.99690	0.99739	889	0	5
2022.09.15	03:00:00	0.99736	0.99759	0.99693	0.99738	743	0	5
2022.09.15	04:00:00	0.99739	0.99758	0.99662	0.99679	589	0	5
2022.09.15	05:00:00	0.99680	0.99683	0.99591	0.99619	1121	0	5
2022.09.15	06:00:00	0.99620	0.99677	0.99555	0.99624	2132	0	5
2022.09.15	07:00:00	0.99622	0.99786	0.99564	0.99772	2749	0	5
2022.09.15	08:00:00	0.99774	0.99951	0.99739	0.99920	2991	0	5
2022.09.15	09:00:00	0.99919	1.00003	0.99844	0.99940	2712	0	5
2022.09.15	10:00:00	0.99940	0.99959	0.99689	0.99793	2510	0	5
2022.09.15	11:00:00	0.99792	0.99935	0.99713	0.99847	2437	0	5
2022.09.15	12:00:00	0.99846	1.00175	0.99782	1.00073	6488	0	5
2022.09.15	13:00:00	1.00075	1.00136	0.99813	0.99986	5962	0	5
2022.09.15	14:00:00	0.99984	1.00044	0.99829	0.99966	5434	0	5
2022.09.15	15:00:00	0.99964	1.00042	0.99872	0.99904	3200	0	5
2022.09.15	16:00:00	0.99905	1.00061	0.99875	1.00054	2084	0	5
2022.09.15	17:00:00	1.00055	1.00150	0.99931	0.99976	1679	0	5
2022.09.15	18:00:00	0.99975	0.99996	0.99909	0.99920	1261	0	5
2022.09.15	19:00:00	0.99918	0.99995	0.99879	0.99944	1138	0	5
2022.09.15	20:00:00	0.99945	0.99992	0.99933	0.99933	422	0	5
2022.09.15	21:00:00	0.99975	0.99993	0.99952	0.99954	103	0	25
2022.09.15	22:00:00	0.99952	0.99960	0.99891	0.99925	169	0	25
2022.09.15	23:00:00	0.99935	0.99935	0.99870	0.99873	421	0	6
2022.09.16	00:00:00	0.99874	1.00106	0.99860	1.00057	1563	0	5
2022.09.16	01:00:00	1.00055	1.00120	0.99974	0.99978	1518	0	5
2022.09.16	02:00:00	0.99976	1.00000	0.99909	0.99943	1031	0	5
2022.09.16	03:00:00	0.99941	1.00027	0.99928	0.99971	885	0	5
2022.09.16	04:00:00	0.99973	1.00017	0.99952	0.99956	739	0	5
2022.09.16	05:00:00	0.99954	0.99954	0.99809	0.99821	1091	0	5
2022.09.16	06:00:00	0.99822	0.99950	0.99761	0.99922	4192	0	5
2022.09.16	07:00:00	0.99924	0.99984	0.99439	0.99558	5168	0	5
2022.09.16	08:00:00	0.99560	0.99689	0.99490	0.99548	3473	0	5
2022.09.16	09:00:00	0.99550	0.99871	0.99548	0.99671	2733	0	5
2022.09.16	10:00:00	0.99672	0.99889	0.99649	0.99849	1891	0	5
2022.09.16	11:00:00	0.99852	0.99871	0.99677	0.99691	2460	0	5
2022.09.16	12:00:00	0.99690	0.99705	0.99531	0.99552	4099	0	5
2022.09.16	13:00:00	0.99552	0.99764	0.99534	0.99740	5832	0	5
2022.09.16	14:00:00	0.99737	1.00363	0.99710	1.00302	8533	0	5
2022.09.16	15:00:00	1.00300	1.00317	1.00002	1.00116	5372	0	5
2022.09.16	16:00:00	1.00117	1.00192	1.00009	1.00066	2242	0	5
2022.09.16	17:00:00	1.00068	1.00104	0.99929	0.99933	1481	0	5
2022.09.16	18:00:00	0.99933	1.00075	0.99929	1.00024	1426	0	5
2022.09.16	19:00:00	1.00022	1.00141	1.00021	1.00125	1850	0	5
2022.09.16	20:00:00	1.00124	1.00161	1.00081	1.00137	675	0	5
2022.09.18	21:00:00	1.00120	1.00150	1.00116	1.00134	97	0	25
2022.09.18	22:00:00	1.00138	1.00218	1.00042	1.00193	404	0	25
2022.09.18	23:00:00	1.00203	1.00284	1.00165	1.00219	1027	0	6
2022.09.19	00:00:00	1.00221	1.00289	1.00095	1.00109	1559	0	5
2022.09.19	01:00:00	1.00107	1.00126	1.00060	1.00079	1066	0	5
2022.09.19	02:00:00	1.00077	1.00077	0.99944	1.00028	1041	0	5
2022.09.19	03:00:00	1.00026	1.00031	0.99943	0.99979	550	0	5
2022.09.19	04:00:00	0.99979	0.99994	0.99905	0.99919	432	0	5
2022.09.19	05:00:00	0.99917	0.99933	0.99761	0.99808	1148	0	5
2022.09.19	06:00:00	0.99810	0.99866	0.99683	0.99703	2221	0	5
2022.09.19	07:00:00	0.99705	0.99819	0.99657	0.99793	3325	0	5
2022.09.19	08:00:00	0.99792	0.99817	0.99695	0.99758	3242	0	5
2022.09.19	09:00:00	0.99756	0.99863	0.99669	0.99709	2758	0	5
2022.09.19	10:00:00	0.99707	1.00047	0.99669	0.99938	2560	0	5
2022.09.19	11:00:00	0.99936	1.00017	0.99805	0.99821	3038	0	5
2022.09.19	12:00:00	0.99822	0.99961	0.99810	0.99826	3608	0	5
2022.09.19	13:00:00	0.99827	0.99898	0.99756	0.99866	3634	0	5
2022.09.19	14:00:00	0.99864	1.00132	0.99815	1.00113	4660	0	5
2022.09.19	15:00:00	1.00114	1.00180	1.00014	1.00017	2308	0	5
2022.09.19	16:00:00	1.00019	1.00137	1.00007	1.00121	1504	0	5
2022.09.19	17:00:00	1.00119	1.00130	1.00026	1.00067	1086	0	5
2022.09.19	18:00:00	1.00069	1.00124	1.00041	1.00117	1174	0	5
2022.09.19	19:00:00	1.00117	1.00249	1.00117	1.00237	1225	0	5
2022.09.19	20:00:00	1.00235	1.00272	1.00186	1.00228	634	0	5
2022.09.19	21:00:00	1.00238	1.00258	1.00218	1.00257	127	0	25
2022.09.19	22:00:00	1.00254	1.00306	1.00243	1.00261	185	0	25
2022.09.19	23:00:00	1.00270	1.00320	1.00227	1.00296	754	0	6
2022.09.20	00:00:00	1.00298	1.00502	1.00283	1.00346	2150	0	5
2022.09.20	01:00:00	1.00344	1.00373	1.00233	1.00239	1521	0	5
2022.09.20	02:00:00	1.00238	1.00334	1.00199	1.00333	1108	0	5
2022.09.20	03:00:00	1.00331	1.00333	1.00261	1.00293	819	0	5
2022.09.20	04:00:00	1.00294	1.00294	1.00195	1.00221	704	0	5
2022.09.20	05:00:00	1.00219	1.00296	1.00166	1.00167	1044	0	5
2022.09.20	06:00:00	1.00169	1.00368	1.00127	1.00274	2735	0	5
2022.09.20	07:00:00	1.00276	1.00418	1.00205	1.00355	4499	0	5
2022.09.20	08:00:00	1.00354	1.00355	0.99998	1.00097	3639	0	5
2022.09.20	09:00:00	1.00096	1.00184	1.00008	1.00072	3124	0	5
2022.09.20	10:00:00	1.00072	1.00100	0.99998	1.00061	2178	0	5
2022.09.20	11:00:00	1.00062	1.00134	0.99854	0.99870	3316	0	5
2022.09.20	12:00:00	0.99867	0.99884	0.99550	0.99708	5720	0	5
2022.09.20	13:00:00	0.99710	0.99843	0.99589	0.99820	4715	0	5
2022.09.20	14:00:00	0.99821	0.99969	0.99748	0.99942	4892	0	5
2022.09.20	15:00:00	0.99941	0.99991	0.99824	0.99932	2846	0	5
2022.09.20	16:00:00	0.99933	0.99957	0.99726	0.99797	1964	0	5
2022.09.20	17:00:00	0.99796	0.99831	0.99601	0.99655	2349	0	5
2022.09.20	18:00:00	0.99653	0.99714	0.99603	0.99688	1954	0	5
2022.09.20	19:00:00	0.99686	0.99782	0.99625	0.99755	2115	0	5
2022.09.20	20:00:00	0.99754	0.99783	0.99682	0.99683	537	0	5
2022.09.20	21:00:00	0.99682	0.99719	0.99680	0.99692	233	0	25
2022.09.20	22:00:00	0.99696	0.99702	0.99642	0.99698	245	0	25
2022.09.20	23:00:00	0.99708	0.99745	0.99675	0.99710	566	0	6
2022.09.21	00:00:00	0.99712	0.99750	0.99572	0.99623	1749	0	5
2022.09.21	01:00:00	0.99625	0.99685	0.99593	0.99659	1484	0	5
2022.09.21	02:00:00	0.99657	0.99707	0.99616	0.99641	932	0	5
2022.09.21	03:00:00	0.99641	0.99672	0.99592	0.99660	924	0	5
2022.09.21	04:00:00	0.99660	0.99667	0.99571	0.99598	826	0	5
2022.09.21	05:00:00	0.99599	0.99682	0.99490	0.99500	1603	0	5
2022.09.21	06:00:00	0.99498	0.99551	0.98844	0.98975	9668	0	5
2022.09.21	07:00:00	0.98977	0.99184	0.98956	0.99100	6429	0	5
2022.09.21	08:00:00	0.99102	0.99121	0.98981	0.99015	3416	0	5
2022.09.21	09:00:00	0.99016	0.99373	0.98992	0.99307	2868	0	5
2022.09.21	10:00:00	0.99304	0.99346	0.99183	0.99215	2442	0	5
2022.09.21	11:00:00	0.99213	0.99248	0.98991	0.98994	2749	0	5
2022.09.21	12:00:00	0.98993	0.99200	0.98956	0.99130	3143	0	5
2022.09.21	13:00:00	0.99132	0.99161	0.98991	0.99022	3580	0	5
2022.09.21	14:00:00	0.99024	0.99129	0.98778	0.98785	5194	0	5
2022.09.21	15:00:00	0.98786	0.98855	0.98665	0.98786	3656	0	5
2022.09.21	16:00:00	0.98784	0.98838	0.98661	0.98695	1741	0	5
2022.09.21	17:00:00	0.98697	0.98879	0.98668	0.98738	1735	0	5
2022.09.21	18:00:00	0.98737	0.99100	0.98126	0.99054	28366	0	5
2022.09.21	19:00:00	0.99052	0.99098	0.98445	0.98510	12780	0	5
2022.09.21	20:00:00	0.98508	0.98508	0.98351	0.98353	1309	0	5
2022.09.21	21:00:00	0.98370	0.98399	0.98348	0.98394	192	0	25
2022.09.21	22:00:00	0.98395	0.98470	0.98362	0.98377	522	0	25
2022.09.21	23:00:00	0.98387	0.98408	0.98288	0.98313	1107	0	6
2022.09.22	00:00:00	0.98312	0.98325	0.98073	0.98152	3185	0	5
2022.09.22	01:00:00	0.98153	0.98215	0.98086	0.98205	2808	0	5
2022.09.22	02:00:00	0.98203	0.98359	0.98100	0.98222	4248	0	5
2022.09.22	03:00:00	0.98220	0.98278	0.98158	0.98194	2478	0	5
2022.09.22	04:00:00	0.98192	0.98289	0.98182	0.98284	1509	0	5
2022.09.22	05:00:00	0.98282	0.98393	0.98239	0.98246	1889	0	5
2022.09.22	06:00:00	0.98244	0.98339	0.98129	0.98204	4913	0	5
2022.09.22	07:00:00	0.98205	0.98530	0.98158	0.98450	8303	0	5
2022.09.22	08:00:00	0.98451	0.99072	0.98406	0.98792	16163	0	5
2022.09.22	09:00:00	0.98792	0.98865	0.98555	0.98556	5561	0	5
2022.09.22	10:00:00	0.98555	0.98862	0.98552	0.98768	3366	0	5
2022.09.22	11:00:00	0.98766	0.98859	0.98567	0.98661	7786	0	5
2022.09.22	12:00:00	0.98659	0.98876	0.98659	0.98767	7635	0	5
2022.09.22	13:00:00	0.98765	0.98771	0.98341	0.98379	7893	0	5
2022.09.22	14:00:00	0.98378	0.98549	0.98121	0.98150	7418	0	5
2022.09.22	15:00:00	0.98151	0.98408	0.98119	0.98397	4149	0	5
2022.09.22	16:00:00	0.98397	0.98497	0.98363	0.98394	3461	0	5
2022.09.22	17:00:00	0.98392	0.98520	0.98372	0.98437	2293	0	5
2022.09.22	18:00:00	0.98435	0.98435	0.98296	0.98302	1783	0	5
2022.09.22	19:00:00	0.98303	0.98438	0.98299	0.98393	2066	0	5
2022.09.22	20:00:00	0.98390	0.98397	0.98314	0.98315	569	0	5
2022.09.22	21:00:00	0.98331	0.98374	0.98310	0.98352	173	0	25
2022.09.22	22:00:00	0.98350	0.98380	0.98298	0.98304	282	0	25
2022.09.22	23:00:00	0.98319	0.98397	0.98318	0.98384	547	0	6
2022.09.23	00:00:00	0.98384	0.98483	0.98325	0.98433	1289	0	5
2022.09.23	01:00:00	0.98431	0.98517	0.98320	0.98372	1693	0	5
2022.09.23	02:00:00	0.98372	0.98372	0.98250	0.98279	1074	0	5
2022.09.23	03:00:00	0.98280	0.98324	0.98205	0.98235	814	0	5
2022.09.23	04:00:00	0.98234	0.98284	0.98183	0.98226	778	0	5
2022.09.23	05:00:00	0.98225	0.98327	0.98223	0.98294	1304	0	5
2022.09.23	06:00:00	0.98292	0.98379	0.98082	0.98123	2944	0	5
2022.09.23	07:00:00	0.98123	0.98135	0.97669	0.97750	8595	0	5
2022.09.23	08:00:00	0.97748	0.97801	0.97509	0.97529	4745	0	5
2022.09.23	09:00:00	0.97530	0.97689	0.97355	0.97621	6238	0	5
2022.09.23	10:00:00	0.97619	0.97714	0.97500	0.97500	7321	0	5
2022.09.23	11:00:00	0.97499	0.97656	0.97388	0.97510	7035	0	5
2022.09.23	12:00:00	0.97509	0.97685	0.97475	0.97555	5633	0	5
2022.09.23	13:00:00	0.97555	0.97746	0.97314	0.97339	8527	0	5
2022.09.23	14:00:00	0.97337	0.97448	0.97028	0.97045	9339	0	5
2022.09.23	15:00:00	0.97044	0.97329	0.97019	0.97174	5087	0	5
2022.09.23	16:00:00	0.97171	0.97236	0.97049	0.97070	3283	0	5
2022.09.23	17:00:00	0.97072	0.97182	0.96808	0.96907	3837	0	5
2022.09.23	18:00:00	0.96908	0.96939	0.96679	0.96724	3703	0	5
2022.09.23	19:00:00	0.96724	0.96945	0.96724	0.96910	3507	0	5
2022.09.23	20:00:00	0.96908	0.96961	0.96871	0.96907	1621	0	5
2022.09.25	21:00:00	0.96720	0.96877	0.96701	0.96732	471	0	31
2022.09.25	22:00:00	0.96737	0.97086	0.96679	0.96983	1124	0	25
2022.09.25	23:00:00	0.96989	0.97010	0.96810	0.96855	2124	0	6
2022.09.26	00:00:00	0.96855	0.96915	0.95502	0.95650	9837	0	5
2022.09.26	01:00:00	0.95648	0.96593	0.95586	0.96529	20029	0	5
2022.09.26	02:00:00	0.96531	0.96635	0.96454	0.96592	4393	0	5
2022.09.26	03:00:00	0.96590	0.96605	0.96289	0.96337	3880	0	5
2022.09.26	04:00:00	0.96339	0.96448	0.96240	0.96282	3527	0	5
2022.09.26	05:00:00	0.96280	0.96416	0.96204	0.96290	3701	0	5
2022.09.26	06:00:00	0.96288	0.96555	0.96267	0.96412	8047	0	5
2022.09.26	07:00:00	0.96411	0.97013	0.96408	0.96779	10463	0	5
2022.09.26	08:00:00	0.96781	0.96888	0.96609	0.96848	6507	0	5
2022.09.26	09:00:00	0.96849	0.96973	0.96413	0.96463	5276	0	5
2022.09.26	10:00:00	0.96464	0.96540	0.96332	0.96403	6290	0	5
2022.09.26	11:00:00	0.96405	0.96531	0.96187	0.96377	7517	0	5
2022.09.26	12:00:00	0.96378	0.96892	0.96290	0.96692	10077	0	5
2022.09.26	13:00:00	0.96691	0.96819	0.96508	0.96740	8272	0	5
2022.09.26	14:00:00	0.96742	0.96762	0.96351	0.96475	9286	0	5
2022.09.26	15:00:00	0.96475	0.96564	0.96095	0.96197	13089	0	5
2022.09.26	16:00:00	0.96197	0.96291	0.96078	0.96213	7986	0	5
2022.09.26	17:00:00	0.96210	0.96223	0.95994	0.96009	5524	0	5
2022.09.26	18:00:00	0.96010	0.96184	0.95994	0.96108	3923	0	5
2022.09.26	19:00:00	0.96109	0.96274	0.96069	0.96086	5366	0	5
2022.09.26	20:00:00	0.96086	0.96197	0.96062	0.96069	1959	0	5
2022.09.26	21:00:00	0.96075	0.96096	0.96067	0.96084	98	0	25
2022.09.26	22:00:00	0.96086	0.96127	0.95830	0.96059	712	0	25
2022.09.26	23:00:00	0.96069	0.96240	0.96069	0.96197	1383	0	6
2022.09.27	00:00:00	0.96199	0.96384	0.96184	0.96339	3054	0	5
2022.09.27	01:00:00	0.96341	0.96409	0.96239	0.96286	2878	0	5
2022.09.27	02:00:00	0.96288	0.96342	0.96234	0.96327	1791	0	5
2022.09.27	03:00:00	0.96325	0.96449	0.96304	0.96407	1403	0	5
2022.09.27	04:00:00	0.96406	0.96454	0.96352	0.96363	1232	0	5
2022.09.27	05:00:00	0.96364	0.96554	0.96349	0.96513	1995	0	5
2022.09.27	06:00:00	0.96515	0.96707	0.96436	0.96443	5202	0	5
2022.09.27	07:00:00	0.96444	0.96671	0.96389	0.96469	6121	0	5
2022.09.27	08:00:00	0.96469	0.96469	0.96209	0.96239	4629	0	5
2022.09.27	09:00:00	0.96238	0.96278	0.96077	0.96079	3861	0	5
2022.09.27	10:00:00	0.96078	0.96470	0.96064	0.96270	4554	0	5
2022.09.27	11:00:00	0.96271	0.96523	0.96199	0.96384	4195	0	5
2022.09.27	12:00:00	0.96383	0.96483	0.96197	0.96225	5449	0	5
2022.09.27	13:00:00	0.96225	0.96434	0.96166	0.96232	9247	0	5
2022.09.27	14:00:00	0.96234	0.96327	0.95990	0.96227	9808	0	5
2022.09.27	15:00:00	0.96225	0.96279	0.95933	0.96144	7022	0	5
2022.09.27	16:00:00	0.96146	0.96155	0.95689	0.95812	4818	0	5
2022.09.27	17:00:00	0.95812	0.95865	0.95708	0.95846	4109	0	5
2022.09.27	18:00:00	0.95844	0.96006	0.95806	0.95994	2229	0	5
2022.09.27	19:00:00	0.95992	0.95992	0.95852	0.95942	2266	0	5
2022.09.27	20:00:00	0.95944	0.95971	0.95894	0.95907	976	0	5
2022.09.27	21:00:00	0.95923	0.95945	0.95882	0.95945	209	0	25
2022.09.27	22:00:00	0.95947	0.95982	0.95838	0.95864	318	0	25
